,tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
11950,491,10:41.9,18:53.3,3426,JCBS Depot,40.70965083,-74.06860113,3426,JCBS Depot,40.70965083,-74.06860113,32493,Subscriber,1992,1
1538,382,51:02.9,57:25.5,3186,Grove St PATH,40.71958612,-74.04311746,3269,Brunswick & 6th,40.72601173,-74.05038893,31862,Subscriber,1982,1
2138,1662,42:31.5,10:14.0,3186,Grove St PATH,40.71958612,-74.04311746,3273,Manila & 1st,40.72165072,-74.04288411,29608,Subscriber,1971,2
4459,387,22:22.0,28:49.7,3195,Sip Ave,40.73074263,-74.06378388,3225,Baldwin at Montgomery,40.7236589,-74.0641943,31920,Subscriber,1962,1
9157,229,48:25.5,52:14.7,3267,Morris Canal,40.71241882,-74.03852552,3183,Exchange Place,40.7162469,-74.0334588,31773,Subscriber,1983,1
3658,697,31:57.2,43:35.2,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3205,JC Medical Center,40.71653978,-74.04963791,29626,Subscriber,1975,1
3038,251,52:04.4,56:16.3,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.05065640000001,31750,Subscriber,1978,2
762,909,14:14.3,29:24.3,3184,Paulus Hook,40.7141454,-74.0335519,3203,Hamilton Park,40.72759597,-74.04424731,31877,Subscriber,1988,2
3327,106,38:37.8,40:24.8,3187,Warren St,40.721123600000006,-74.03805095,3275,Columbus Drive,40.718355200000005,-74.03891444,26247,Subscriber,1988,1
171,307,29:27.9,34:35.8,3183,Exchange Place,40.7162469,-74.0334588,3276,Marin Light Rail,40.71458404,-74.04281706,31868,Subscriber,1984,1
6279,302,59:43.9,04:46.7,3203,Hamilton Park,40.72759597,-74.04424731,3273,Manila & 1st,40.72165072,-74.04288411,31925,Subscriber,1970,2
3905,219,27:18.3,30:58.0,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,31751,Subscriber,1983,1
9782,288,39:24.6,44:13.2,3270,Jersey & 6th St,40.72528911,-74.04557168,3638,Washington St,40.7242941,-74.0354826,29582,Subscriber,1973,1
